	Unnamed: 0	Unnamed: 0.1	Pronoun-offset	A-offset	A-coref	B-offset	B-coref	A-to-pron-chr	B-to-pron-chr	A-to-pron-tk	B-to-pron-tk	A-tk-index	B-tk-index	Pronoun-tk-index	nsubj-A	pobj-A	poss-A	appos-A	dobj-A	nsubjpass-A	nsubj-B	pobj-B	poss-B	appos-B	dobj-B	nsubjpass-B	nsubj-Pronoun	pobj-Pronoun	poss-Pronoun	appos-Pronoun	dobj-Pronoun	nsubjpass-Pronoun	Commas-A-Pron	Commas-B-Pron	Period-A-Pron	Period-B-Pron	Nouns-A-Pronoun	Nouns-B-Pronoun	A-Mentions	B-Mentions	aim_bound_A	aim_bound_B
658	658	658	365	119	1	195	0	246	170	49	31	23	41	72	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	4	3	0	0	12	7	1	2	0	0
659	659	659	380	329	1	350	0	51	30	7	4	59	62	66	1	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	3	2	0	1
660	660	660	188	161	0	216	1	27	-28	5	-6	36	47	41	0	1	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	4	2	0	0
661	661	661	298	196	0	227	0	102	71	22	15	44	51	66	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	1	6	4	1	1	0	0
662	662	662	390	404	0	492	1	-14	-102	-3	-22	72	91	69	0	0	1	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	1	0	0
663	663	663	294	187	1	244	0	107	50	18	9	33	42	51	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	1	1	4	1	1	1	0	0
664	664	664	266	182	0	229	1	84	37	16	8	34	42	50	0	0	1	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	5	1	2	6	0	0
665	665	665	342	384	1	513	0	-42	-171	-11	-36	72	97	61	1	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	3	1	0	0
666	666	666	552	474	0	530	1	78	22	16	5	92	103	108	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	1	1	4	1	2	1	0	0
667	667	667	329	257	1	310	0	72	19	15	5	49	59	64	1	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	1	1	0	0	3	1	3	1	0	0
668	668	668	476	597	0	639	0	-121	-163	-25	-34	110	119	85	0	0	0	1	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0
669	669	669	310	382	0	424	1	-72	-114	-15	-21	79	85	64	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	3	0	0
670	670	670	894	813	0	866	1	81	28	19	6	183	196	202	1	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	1	1	1	0	4	1	2	4	0	0
671	671	671	432	344	0	386	1	88	46	14	8	61	67	75	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	1	0	1	1	3	1	1	2	0	0
672	672	672	301	212	1	274	0	89	27	17	6	40	51	57	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	2	1	0	0	4	0	1	3	0	0
673	673	673	410	257	1	297	0	153	113	28	22	49	55	77	1	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	1	1	8	6	2	1	0	0
674	674	674	195	116	0	184	1	79	11	15	2	22	35	37	0	1	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	3	0	1	1	0	0
675	675	675	313	337	0	505	0	-24	-192	-3	-35	55	87	52	0	0	0	1	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	1	0	0
676	676	676	260	205	1	218	0	55	42	10	8	43	45	53	1	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	2	1	3	2	0	0
677	677	677	336	267	1	298	0	69	38	9	5	54	58	63	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	1	1	0	0
678	678	678	329	187	1	295	0	142	34	23	5	32	50	55	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	1	0	1	1	6	1	1	1	0	0
679	679	679	294	361	1	381	0	-67	-87	-11	-14	67	70	56	1	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	1	1	0	0
680	680	680	361	291	0	340	1	70	21	14	3	52	63	66	0	0	0	0	1	0	0	1	0	0	0	0	1	0	0	0	0	0	2	0	0	0	2	0	1	3	0	0
681	681	681	96	17	1	79	0	79	17	14	3	4	15	18	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	1	3	0	2	1	0	0
682	682	682	325	302	0	337	1	23	-12	5	-3	58	66	63	0	0	0	1	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	1	3	0	0
683	683	683	266	188	1	225	0	78	41	15	7	36	44	51	0	0	0	1	0	0	0	1	0	0	0	0	0	0	1	0	0	0	1	0	0	0	3	1	2	2	0	1
684	684	684	289	248	0	280	1	41	9	8	2	48	54	56	0	0	1	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	1	1	2	0	2	1	0	0
685	685	685	414	443	1	539	0	-29	-125	-6	-26	74	94	68	1	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	2	19	0	0
686	686	686	321	235	0	341	1	86	-20	17	-5	47	69	64	0	1	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	1	0	1	0	3	0	1	2	0	0
687	687	687	326	262	0	297	0	64	29	13	6	55	62	68	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	1	1	2	1	1	5	0	0
688	688	688	312	329	1	362	0	-17	-50	-4	-9	65	70	61	1	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	2	0	0
689	689	689	506	372	1	415	0	134	91	30	22	65	73	95	1	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	3	2	1	1	6	4	3	1	0	0
690	690	690	314	379	1	400	0	-65	-86	-11	-14	73	76	62	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	1	0	0
691	691	691	377	286	1	319	0	91	58	15	9	53	59	68	1	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	1	1	1	1	3	1	2	2	0	0
692	692	692	282	213	1	325	0	69	-43	14	-10	38	62	52	0	0	0	0	0	1	0	0	0	0	1	0	0	0	1	0	0	0	1	0	1	0	2	0	1	1	0	0
693	693	693	294	210	1	269	0	84	25	15	5	43	53	58	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	1	1	0	0	4	0	1	1	0	0
694	694	694	289	256	0	274	1	33	15	6	3	57	60	63	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	1	0	2	1	0	0
695	695	695	291	171	0	252	1	120	39	24	6	33	51	57	0	0	1	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	1	0	1	1	5	0	2	1	0	0
696	696	696	308	232	1	272	0	76	36	15	9	44	50	59	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	2	1	1	1	3	1	1	1	0	0
697	697	697	270	187	1	237	0	83	33	19	6	38	51	57	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	1	1	0	0	3	1	2	0	0	0
698	698	698	174	63	1	102	0	111	72	17	12	11	16	28	0	0	0	0	0	1	0	1	0	0	0	0	1	0	0	0	0	0	1	1	1	1	4	3	2	1	0	0
699	699	699	293	200	0	267	1	93	26	15	4	42	53	57	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	3	0	2	1	0	0
700	700	700	266	0	1	229	0	266	37	55	9	0	46	55	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	1	2	1	1	1	10	1	1	1	0	0
701	701	701	295	119	0	155	1	176	140	32	27	23	28	55	1	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	2	2	1	1	7	5	2	2	0	0
702	702	702	275	127	1	307	0	148	-32	30	-4	22	56	52	1	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	1	0	1	0	8	0	2	1	0	1
703	703	703	347	251	0	315	1	96	32	19	7	51	63	70	1	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	1	0	3	1	3	2	0	1
704	704	704	288	144	1	259	0	144	29	23	5	27	45	50	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	2	0	1	1	4	0	1	0	0	0
705	705	705	303	243	0	292	1	60	11	11	2	42	51	53	0	1	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	1	0	0	0	2	0	1	2	0	0
706	706	706	282	86	0	124	1	196	158	46	37	24	33	70	0	1	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	2	1	1	1	5	4	1	1	0	0
707	707	707	353	192	0	319	1	161	34	31	7	42	66	73	0	1	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	2	1	0	0	4	0	1	1	0	0
708	708	708	300	210	1	237	0	90	63	19	14	44	49	63	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	3	2	0	0	4	2	1	1	0	0
709	709	709	138	37	1	93	0	101	45	20	10	9	19	29	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	3	2	0	0	5	2	1	1	1	0
710	710	710	317	294	0	301	1	23	16	4	2	58	60	62	0	1	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	1	0	4	3	0	1
711	711	711	252	299	1	386	0	-47	-134	-9	-24	59	74	50	1	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	1	0	0
712	712	712	285	136	0	184	1	149	101	30	22	27	35	57	1	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	1	1	1	1	7	5	1	1	0	0
713	713	713	290	185	1	271	0	105	19	26	5	39	60	65	0	1	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	4	1	1	1	6	0	1	1	0	0
714	714	714	332	386	0	461	1	-54	-129	-12	-25	69	82	57	1	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	3	5	0	0
715	715	715	338	352	1	425	0	-14	-87	-3	-14	61	72	58	1	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	3	2	0	0
716	716	716	320	205	1	298	0	115	22	21	6	38	53	59	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	2	2	4	1	2	1	0	0
717	717	717	420	336	0	365	1	84	55	14	7	64	71	78	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	1	0	0	0	3	1	1	3	0	0
718	718	718	381	350	0	358	1	31	23	5	3	72	74	77	0	1	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	1	0	1	3	0	0
719	719	719	283	219	0	309	1	64	-26	14	-5	39	58	53	0	1	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	1	0	2	0	3	1	0	0
720	720	720	318	288	0	442	0	30	-124	5	-22	49	76	54	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	1	1	0	0
721	721	721	636	522	0	537	1	114	99	25	22	97	100	122	0	1	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	1	0	1	1	5	4	1	2	0	0
722	722	722	399	361	0	377	1	38	22	6	3	64	67	70	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	1	0	1	2	1	1
723	723	723	424	352	0	379	1	72	45	12	7	66	71	78	0	1	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	2	1	1	1	0	1
724	724	724	343	222	1	242	0	121	101	20	17	36	39	56	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	1	1	0	0	4	3	2	1	0	0
725	725	725	388	294	0	319	1	94	69	15	11	50	54	65	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	3	2	1	4	0	0
726	726	726	375	274	1	333	0	101	42	16	7	60	69	76	1	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	1	1	1	1	4	1	1	1	0	0
727	727	727	373	238	1	263	0	135	110	29	24	52	57	81	0	0	0	1	0	0	0	0	0	0	1	0	1	0	0	0	0	0	2	1	1	1	6	5	1	1	0	0
728	728	728	407	331	0	386	1	76	21	12	3	67	76	79	1	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	2	0	0	0	3	0	1	1	0	0
729	729	729	301	273	1	288	0	28	13	5	3	58	60	63	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	1	0	4	1	1	1
730	730	730	79	0	1	61	0	79	18	17	3	0	14	17	1	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	1	0	1	1	6	0	2	1	0	0
731	731	731	440	345	0	364	1	95	76	20	17	64	67	84	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	1	1	4	3	1	3	0	0
732	732	732	311	39	0	63	0	272	248	55	50	9	14	64	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	2	2	1	1	12	11	1	1	0	0
733	733	733	242	249	0	281	0	-7	-39	-2	-13	57	68	55	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	1	1	1	0
734	734	734	334	255	1	295	0	79	39	16	7	51	60	67	1	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	1	0	2	2	0	0
735	735	735	456	338	1	384	0	118	72	23	15	74	82	97	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	1	1	5	3	4	1	0	0
736	736	736	553	348	0	454	1	205	99	34	17	59	76	93	1	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	1	0	1	1	12	5	1	3	0	0
737	737	737	233	268	1	423	0	-35	-190	-5	-38	57	90	52	0	0	1	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	2	0	0
738	738	738	327	280	1	294	0	47	33	8	6	52	54	60	0	0	0	0	1	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	3	2	0	0
739	739	739	189	131	0	175	1	58	14	10	3	30	37	40	1	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	1	1	0	0	1	0	2	2	0	0
740	740	740	294	316	1	335	0	-22	-41	-5	-8	69	72	64	1	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	2	1	0	0
741	741	741	237	58	0	169	1	179	68	42	13	18	47	60	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	1	0	0	0	12	2	0	2	0	0
742	742	742	355	273	0	329	1	82	26	14	4	51	61	65	1	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	3	0	2	3	0	0
743	743	743	369	319	0	398	1	50	-29	10	-5	62	77	72	0	0	0	0	1	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	2	0	1	3	0	0
744	744	744	280	223	0	242	1	57	38	11	7	37	41	48	0	1	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	2	1	0	0	2	1	1	2	0	0
745	745	745	419	216	0	309	0	203	110	42	22	42	62	84	0	0	0	0	0	1	0	0	0	1	0	0	0	0	1	0	0	0	4	1	1	1	11	5	3	1	0	0
746	746	746	306	331	1	380	0	-25	-74	-5	-15	78	88	73	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0
747	747	747	143	85	0	160	1	58	-17	10	-3	19	32	29	0	0	0	0	1	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	1	0	1	0	1	1	0	0
748	748	748	278	217	0	312	1	61	-34	13	-7	41	61	54	0	0	0	1	0	0	1	0	0	0	0	0	1	0	0	0	0	0	1	0	1	0	1	0	1	2	0	0
749	749	749	159	130	0	147	1	29	12	4	2	26	28	30	1	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	1	0	3	3	0	0
750	750	750	351	289	1	315	0	62	36	14	8	54	60	68	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	2	1	0	0	2	0	1	1	0	0
751	751	751	394	351	0	419	1	43	-25	10	-3	66	79	76	0	1	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	2	0	1	3	0	0
752	752	752	240	271	0	337	1	-31	-97	-5	-17	50	62	45	0	0	0	0	1	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	3	0	0
753	753	753	312	229	0	282	1	83	30	15	6	48	57	63	1	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	1	0	1	1	3	1	1	1	0	0
754	754	754	410	288	1	305	0	122	105	20	18	55	57	75	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	1	1	1	1	6	5	2	1	0	0
755	755	755	339	358	0	370	1	-19	-31	-4	-7	73	76	69	0	0	0	1	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	2	0	0
756	756	756	332	277	0	319	1	55	13	10	3	47	54	57	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	1	1	0	0	2	0	1	1	0	0
757	757	757	269	167	0	197	1	102	72	17	11	40	46	57	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	1	1	4	2	1	1	0	0
758	758	758	300	254	1	274	0	46	26	10	6	54	58	64	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	2	1	0	0	2	1	1	5	0	0
759	759	759	273	211	0	256	1	62	17	11	4	44	51	55	1	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	2	0	1	2	0	0
760	760	760	362	221	0	267	1	141	95	28	20	44	52	72	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	7	4	1	0	0	0
761	761	761	301	233	0	275	1	68	26	12	5	46	53	58	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	2	1	0	0	1	0	2	2	0	0
762	762	762	394	65	0	149	1	329	245	69	55	14	28	83	0	1	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	1	1	16	13	1	2	0	0
763	763	763	278	249	0	266	1	29	12	6	2	44	48	50	0	1	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	1	0	1	2	0	0
764	764	764	424	353	0	445	1	71	-21	14	-4	68	86	82	0	1	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	3	0	1	0	2	0	1	1	0	0
765	765	765	390	305	0	371	1	85	19	17	3	55	69	72	1	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	4	0	1	1	0	0
766	766	766	304	212	0	270	1	92	34	22	7	44	59	66	0	0	1	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	1	1	0	0	3	0	1	2	0	1
767	767	767	294	187	0	220	1	107	74	21	13	34	42	55	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	2	1	1	1	4	2	1	2	0	0
768	768	768	268	233	0	243	1	35	25	7	5	46	48	53	1	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	2	1	1	3	0	0
769	769	769	177	80	1	162	0	97	15	17	3	16	30	33	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	2	0	1	1	4	0	3	1	0	0
770	770	770	364	193	0	310	1	171	54	31	11	39	59	70	0	0	0	1	0	0	0	0	0	1	0	0	0	0	1	0	0	0	2	1	0	0	5	1	1	1	0	0
771	771	771	296	149	0	258	1	147	38	28	5	26	49	54	0	0	0	0	1	0	1	0	0	0	0	0	0	0	1	0	0	0	2	0	0	0	7	0	1	1	0	1
772	772	772	346	266	1	323	0	80	23	16	6	61	71	77	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	2	1	1	1	3	1	1	3	0	0
773	773	773	175	45	1	94	0	130	81	22	13	4	13	26	1	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	1	1	1	1	6	3	1	1	0	0
774	774	774	310	273	1	331	0	37	-21	9	-3	55	67	64	1	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	1	0	1	0	1	1	0	1
775	775	775	502	458	1	481	0	44	21	6	3	85	88	91	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	5	3	0	1
776	776	776	422	350	0	383	1	72	39	14	7	61	68	75	1	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	2	1	0	0	3	1	1	1	0	0
777	777	777	207	175	0	192	1	32	15	6	2	36	40	42	0	0	1	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	2	0	2	2	0	1
778	778	778	290	257	1	274	0	33	16	6	3	48	51	54	0	0	1	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	1	4	0	0
779	779	779	442	424	0	473	1	18	-31	4	-7	82	93	86	0	1	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	1	3	0	0
780	780	780	268	15	1	81	0	253	187	52	38	3	17	55	0	1	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	2	2	1	1	11	7	2	1	0	0
781	781	781	383	293	0	361	1	90	22	20	5	68	83	88	1	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	3	1	0	0	4	0	1	2	0	0
782	782	782	428	299	0	450	1	129	-22	23	-5	54	82	77	0	1	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	3	0	1	0	5	0	1	1	0	0
783	783	783	316	277	1	303	0	39	13	7	2	55	60	62	0	0	1	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	2	0	1	3	0	0
784	784	784	403	455	0	658	0	-52	-255	-12	-58	91	137	79	0	0	0	0	1	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	2	1	1	0
785	785	785	346	247	0	301	1	99	45	21	10	47	58	68	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	1	1	1	0	0	5	2	1	1	0	0
786	786	786	311	266	1	281	0	45	30	7	4	61	64	68	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	2	0	0	0
787	787	787	434	362	1	416	0	72	18	11	3	81	89	92	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	2	0	2	2	0	1
788	788	788	254	178	1	219	0	76	35	15	9	33	39	48	0	1	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	1	1	2	0	1	1	0	0
789	789	789	401	310	0	344	1	91	57	17	12	61	66	78	1	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	1	1	0	0	5	4	3	3	0	0
790	790	790	202	165	0	179	1	37	23	7	5	42	44	49	1	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	1	0	2	2	0	0
791	791	791	218	178	0	233	1	40	-15	8	-3	40	51	48	0	0	0	1	0	0	1	0	0	0	0	0	0	0	1	0	0	0	1	0	1	0	1	0	1	2	0	0
792	792	792	597	379	1	559	0	218	38	42	8	74	108	116	1	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	2	0	1	1	10	1	2	1	0	0
793	793	793	247	181	0	219	1	66	28	12	5	38	45	50	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	1	0	1	1	0	0
794	794	794	290	314	1	362	0	-24	-72	-5	-13	61	69	56	0	0	1	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	3	1	0	0
795	795	795	366	293	0	314	1	73	52	13	9	54	58	67	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	1	1	2	1	1	1	0	0
796	796	796	349	295	0	325	1	54	24	8	3	63	68	71	0	0	1	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	2	0	2	1	0	0
797	797	797	344	329	0	391	1	15	-47	3	-10	78	91	81	0	1	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	1	4	0	0
798	798	798	378	319	0	403	1	59	-25	11	-6	62	79	73	0	1	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	1	0	1	0	6	2	0	0
799	799	799	242	335	0	355	1	-93	-113	-18	-23	64	69	46	0	1	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	2	0	0
800	800	800	445	319	1	373	0	126	72	23	15	58	66	81	1	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	2	1	1	1	4	2	2	1	0	0
801	801	801	415	323	1	376	0	92	39	19	7	60	72	79	1	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	2	1	0	0	5	1	1	1	0	0
802	802	802	394	311	1	343	0	83	51	14	8	56	62	70	1	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	1	1	0	0	4	2	1	2	0	0
803	803	803	351	403	1	439	0	-52	-88	-12	-20	82	90	70	1	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	2	0	0
804	804	804	242	49	0	344	1	193	-102	42	-18	14	74	56	1	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	3	0	1	0	7	0	1	1	0	1
805	805	805	310	147	0	385	1	163	-75	38	-16	31	85	69	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	1	0	9	0	1	1	0	0
806	806	806	335	382	0	418	1	-47	-83	-10	-15	71	76	61	0	1	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	6	2	0	0
807	807	807	233	273	0	294	1	-40	-61	-10	-14	66	70	56	1	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	3	4	0	1
808	808	808	369	258	1	348	0	111	21	21	4	53	70	74	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	4	0	1	1	0	0
809	809	809	253	119	0	236	1	134	17	30	3	21	48	51	0	1	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	2	0	0	0	7	0	1	1	0	1
810	810	810	429	383	0	400	1	46	29	8	5	71	74	79	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1	1	3	1	1
811	811	811	272	160	1	214	0	112	58	22	11	29	40	51	0	0	0	1	0	0	0	0	0	0	1	0	1	0	0	0	0	0	1	0	1	1	5	2	1	2	0	0
812	812	812	295	255	1	274	0	40	21	6	4	53	55	59	1	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	1	0	2	1	1	1
813	813	813	451	418	0	478	1	33	-27	8	-7	80	95	88	0	0	0	0	1	0	1	0	0	0	0	0	0	0	1	0	0	0	1	0	1	0	1	0	1	4	0	0
814	814	814	331	238	0	262	1	93	69	16	13	49	52	65	1	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	1	1	4	3	2	5	0	0
